TNC	Tnc
TMEM101	Tmem101
SLC5A9	Slc5a9
JAGN1	Jagn1
CAPN12	Capn12
KCTD6	Kctd6
ADAM12	Adam12
PLAC8L1	Plac8l1
MRPS9	Mrps9
ITLN1	Itln1
LRRC45	Lrrc45
CADPS	Cadps
RCN3	Rcn3
MMP11	Mmp11
WDR35	Wdr35
CXorf21	5430427O19Rik
SP2	Sp2
FBXO7	Fbxo7
EIF5A2	Eif5a2
GZMA	Gzma
TMEM202	Tmem202
CST9L	Cst9
ANGEL2	Angel2
KLF3	Klf3
ZFP30	Zfp30
PWWP2B	Pwwp2b
TMEM214	Tmem214
RPS6KA5	Rps6ka5
SIRPA	Sirpa
VAMP2	Vamp2
RLF	Rlf
AGAP2	Agap2
HARS2	Hars2
ATP8B1	Atp8b1
PDZD4	Pdzd4
NEIL3	Neil3
MAGEE2	Magee2
HTR1F	Htr1f
CDH2	Cdh2
CCDC68	Ccdc68
PCBD1	Pcbd1
ATL2	Atl2
MPEG1	Mpeg1
TNFRSF19	Tnfrsf19
PSEN1	Psen1
SPTB	Sptb
OR6C1	Olfr802
TMEM231	Tmem231
PLEKHA1	Plekha1
PGRMC2	Pgrmc2
ABTB2	Abtb2
EPHX3	Ephx3
NPC1L1	Npc1l1
TTC27	Ttc27
PAK1IP1	Pak1ip1
KIFAP3	Kifap3
NFE2L1	Nfe2l1
EYA2	Eya2
OR1I1	Olfr1357
SLC15A4	Slc15a4
PPCDC	Ppcdc
RAB14	Rab14
LRIT1	Lrit1
TMEM143	Tmem143
UBA7	Uba7
KLF14	Klf14
C9orf40	D030056L22Rik
KLHDC8A	Klhdc8a
ADAT1	Adat1
BTBD11	Btbd11
GABRA5	Gabra5
RABGAP1	Rabgap1
SLC25A19	Slc25a19
DEF8	Def8
COL16A1	Col16a1
NARS2	Nars2
SNTB1	Sntb1
UBE3B	Ube3b
SLC46A3	Slc46a3
DCLRE1B	Dclre1b
PLA2G12B	Pla2g12b
SLCO4A1	Slco4a1
NKAIN1	Nkain1
NF1	Nf1
HUS1B	Hus1b
PAPPA2	Pappa2
CEACAM19	Ceacam19
MYO18B	Myo18b
DUSP2	Dusp2
STRC	Strc
SLC25A14	Slc25a14
MLKL	Mlkl
CINP	Cinp
ADAM21	Adam21
ZNF322	Zfp322a
CDH9	Cdh9
WNK4	Wnk4
DROSHA	Drosha
CLK4	Clk4
FAM122A	Fam122a
INSM1	Insm1
C11orf94	1700029I15Rik
ZNHIT1	Znhit1
SGK1	Sgk1
ASH2L	Ash2l
OR4E2	Olfr1509
FGF4	Fgf4
GPR37	Gpr37
GPATCH2	Gpatch2
FANCB	Fancb
OR2L2	Olfr167
VWA5B1	Vwa5b1
IL6ST	Il6st
REC8	Rec8
RNF13	Rnf13
HNRNPAB	Hnrnpab
SH3RF2	Sh3rf2
DNAH5	Dnah5
UBAP1	Ubap1
MID1IP1	Mid1ip1
PHLDB2	Phldb2
TMEM62	Tmem62
OR5J2	Olfr1052
CPXM1	Cpxm1
CCNYL1	Ccnyl1
NFE2L3	Nfe2l3
NKAIN2	Nkain2
TMEM41B	Tmem41b
THRAP3	Thrap3
MTMR1	Mtmr1
SMPD1	Smpd1
HP1BP3	Hp1bp3
CHD4	Chd4
SERPINA9	Serpina9
N6AMT1	N6amt1
TNKS	Tnks
LRRC38	Lrrc38
SDR16C5	Sdr16c5
SLTM	Sltm
SMARCA4	Smarca4
ABCC2	Abcc2
C2orf49	AI597479
GSR	Gsr
RASA1	Rasa1
FEV	Fev
CBFA2T2	Cbfa2t2
GLB1L	Glb1l
OXGR1	Oxgr1
PPP1R12C	Ppp1r12c
TRPC4	Trpc4
ATP7A	Atp7a
LRP10	Lrp10
MAP7D3	Map7d3
SIX5	Six5
DMBX1	Dmbx1
RAN	Ran
PAPD5	Papd5
LINGO1	Lingo1
FAM126A	Fam126a
OPLAH	Oplah
HECW2	Hecw2
COL1A2	Col1a2
FBXO11	Fbxo11
PGLYRP1	Pglyrp1
MTMR12	Mtmr12
CST11	Cst11
ARRB2	Arrb2
THSD7A	Thsd7a
SH3GL1	Sh3gl1
CEP63	Cep63
ABCA12	Abca12
MMP25	Mmp25
NALCN	Nalcn
RNF4	Rnf4
TRMT10C	Trmt10c
FZD9	Fzd9
SHD	Shd
PARN	Parn
TCP11L2	Tcp11l2
ENAH	Enah
ZNF32	Zfp637
AP1M2	Ap1m2
TMEM206	Tmem206
HMGB4	Hmgb4
CLCN1	Clcn1
PTPN14	Ptpn14
NAA35	Naa35
NTF4	Ntf5
TSPAN8	Tspan8
DNAI1	Dnaic1
ARPP21	Arpp21
PITPNB	Pitpnb
LIN28A	Lin28a
NFKBIZ	Nfkbiz
SLC35A3	Slc35a3
FRAT2	Frat2
TMEM181	Tmem181a
GPX4	Gpx4
SPAG16	Spag16
TIRAP	Tirap
CHRND	Chrnd
FOLR1	Folr1
FABP5	Fabp5
POC1A	Poc1a
NUCKS1	Nucks1
PKNOX2	Pknox2
AP4M1	Ap4m1
AIDA	Aida
KRTCAP2	Krtcap2
TRIM17	Trim17
SLC25A42	Slc25a42
PPP2R2C	Ppp2r2c
GSTO2	Gsto2
SQLE	Sqle
CYP26A1	Cyp26a1
ITSN1	Itsn1
MOB3B	Mob3b
QSER1	Qser1
F13A1	F13a1
MTMR4	Mtmr4
KIAA1328	AW554918
ZNF592	Zfp592
KDELR1	Kdelr1
AHI1	Ahi1
PLXNC1	Plxnc1
ACSL1	Acsl1
FBXL12	Fbxl12
CCDC6	Ccdc6
GNPAT	Gnpat
PRR14	Prr14
IKZF1	Ikzf1
ANAPC5	Anapc5
PDGFC	Pdgfc
EXD1	Exd1
ZNF398	Zfp398
PLCL2	Plcl2
HECW1	Hecw1
CLEC11A	Clec11a
PMS2	Pms2
STMN4	Stmn4
ZNF672	Zfp672
CNP	Cnp
E2F8	E2f8
MRPS17	Mrps17
C12orf56	D930020B18Rik
CCDC107	Ccdc107
HNF1B	Hnf1b
GDF7	Gdf7
CBX6	Cbx6
TCEA3	Tcea3
DCAF8	Dcaf8
RIF1	Rif1
SLC25A12	Slc25a12
RNF103	Rnf103
LRTM1	Lrtm1
MYL9	Myl9
LRRC34	Lrrc34
TRPM4	Trpm4
SOS2	Sos2
PUM2	Pum2
CDKL3	Cdkl3
LDLRAD1	Ldlrad1
FCGBP	Fcgbp
MMP21	Mmp21
C9orf78	BC005624
CYP4X1	Cyp4x1
PMFBP1	Pmfbp1
VAX1	Vax1
MYT1L	Myt1l
CLASP2	Clasp2
GREM1	Grem1
APPL2	Appl2
MSX1	Msx1
HOOK2	Hook2
CD38	Cd38
TRIM56	Trim56
ZMYM1	Zmym1
GRINA	Grina
CR2	Cr2
WDR92	Wdr92
PLEKHF2	Plekhf2
TYRP1	Tyrp1
SEC23IP	Sec23ip
C2CD4A	C2cd4a
TBCEL	Tbcel
GXYLT1	Gxylt1
ZFAND4	Zfand4
PDCL3	Pdcl3
PGAP3	Pgap3
ICMT	Icmt
CACNG4	Cacng4
SLC9A2	Slc9a2
TRPM3	Trpm3
HERC4	Herc4
NSDHL	Nsdhl
MOK	Mok
SURF6	Surf6
TSPAN18	Tspan18
OR5I1	Olfr152
DARS2	Dars2
POLR2K	Polr2k
RBM11	Rbm11
IL2RA	Il2ra
CTDSPL2	Ctdspl2
POLE3	Pole3
TUB	Tub
DOPEY1	Dopey1
TUBAL3	Tubal3
FBXO2	Fbxo2
CNBP	Cnbp
TCEAL5	Tceal5
ENHO	Enho
CDS1	Cds1
MYO9A	Myo9a
TPGS2	Tpgs2
APOB	Apob
KIAA1324L	9330182L06Rik
GEN1	Gen1
CTDSP2	Ctdsp2
PHPT1	Phpt1
GTF2A1	Gtf2a1
NEK4	Nek4
GPR152	Gpr152
OR5M8	Olfr1031
KBTBD2	Kbtbd2
TAS2R40	Tas2r144
BBX	Bbx
STK17B	Stk17b
ATOH1	Atoh1
MEP1A	Mep1a
ATE1	Ate1
TCF25	Tcf25
ADIPOR2	Adipor2
TMEM175	Tmem175
MRO	Mro
ADORA2A	Adora2a
DCAF15	Dcaf15
TAS2R7	Tas2r130
KCNQ4	Kcnq4
CHRNA6	Chrna6
ZNF644	Zfp644
SLC8A1	Slc8a1
EDIL3	Edil3
GRAMD1A	Gramd1a
DHODH	Dhodh
ZNF420	Zfp420
ETFB	Etfb
GRIN2B	Grin2b
PLEKHA7	Plekha7
IGIP	Igip
IL7R	Il7r
SARM1	Sarm1
CREB3L1	Creb3l1
HNRNPU	Hnrnpu
FAM110D	Grrp1
EMX2	Emx2
INVS	Invs
ESYT2	Esyt2
LETM1	Letm1
ZNHIT3	Znhit3
ZNRF4	Znrf4
ELMO3	Elmo3
CSPG5	Cspg5
NRAP	Nrap
ITIH3	Itih3
WASF2	Wasf2
DIRAS2	Diras2
MYH7B	Myh7b
TM7SF2	Tm7sf2
AP1S1	Ap1s1
COX7A2	Cox7a2
GPR119	Gpr119
ANGPT4	Angpt4
THTPA	Thtpa
C16orf78	4933402J07Rik
USP1	Usp1
PAIP1	Paip1
C6orf89	BC004004
CITED1	Cited1
RPL39	Rpl39
DHX16	Dhx16
NAF1	Naf1
CD274	Cd274
ZBTB26	Zbtb26
NUP93	Nup93
MIB1	Mib1
MGAT5B	Mgat5b
MPV17	Mpv17
FBXL8	Fbxl8
TNFAIP8	Tnfaip8
DESI1	Desi1
C11orf16	BC051019
TRNAU1AP	Trnau1ap
ENDOU	Endou
WDR4	Wdr4
NUDT7	Nudt7
KLHL6	Klhl6
TMEM100	Tmem100
KATNA1	Katna1
LRRN1	Lrrn1
LAMTOR1	Lamtor1
CNTRL	Cntrl
STC2	Stc2
ADAMTS17	Adamts17
RIMKLB	Rimklb
TRA2B	Tra2b
TEAD2	Tead2
SLC1A1	Slc1a1
FEM1B	Fem1b
PRIM2	Prim2
CAPZA1	Capza1
NEURL4	Neurl4
PPIL4	Ppil4
GNAI1	Gnai1
GRM3	Grm3
DDX52	Ddx52
TSTA3	Tsta3
EIF4G3	Eif4g3
MAML3	Maml3
CD300A	Cd300a
ANKRD10	Ankrd10
CHST9	Chst9
IFIT1B	Ifit1
WISP1	Wisp1
GORASP2	Gorasp2
CA13	Car13
ATP10B	Atp10b
MS4A13	Ms4a13
NUDCD1	Nudcd1
SLA2	Sla2
CHD1	Chd1
CCDC137	Ccdc137
PLEKHD1	Plekhd1
PDPN	Pdpn
KIF5B	Kif5b
TAS2R39	Tas2r139
OR1L8	Olfr355
ELMOD3	Elmod3
FKTN	Fktn
LCP2	Lcp2
USP15	Usp15
TSSK3	Tssk3
HSPB7	Hspb7
CRH	Crh
RASA2	Rasa2
SAP30	Sap30
ZNF878	Zfp617
GNG2	Gng2
HAO2	Hao2
TOP2A	Top2a
PLEKHG5	Plekhg5
GKN1	Gkn1
SLC50A1	Slc50a1
PIK3CA	Pik3ca
OR52W1	Olfr692
SLCO2B1	Slco2b1
HHATL	Hhatl
KIAA1468	2310035C23Rik
HPS5	Hps5
CPNE9	Cpne9
HOXB13	Hoxb13
NDFIP1	Ndfip1
PDHX	Pdhx
EEPD1	Eepd1
ZNF512B	Zfp512b
EDN1	Edn1
SUSD2	Susd2
ABCG8	Abcg8
GOLGA3	Golga3
AKR1C4	Akr1c6
ZNF551	Zfp551
CYP26C1	Cyp26c1
TPH2	Tph2
CABLES2	Cables2
SMC4	Smc4
FBXO42	Fbxo42
PPP1CA	Ppp1ca
MAP1S	Map1s
TSPAN13	Tspan13
RUNX3	Runx3
HIGD1A	Higd1a
PPME1	Ppme1
DHDDS	Dhdds
TMCC3	Tmcc3
MCM3	Mcm3
PHAX	Phax
IL7	Il7
CTNNBL1	Ctnnbl1
AFAP1	Afap1
AP3M1	Ap3m1
MAP7	Map7
TMPRSS13	Tmprss13
CNOT3	Cnot3
PSPH	Psph
SH3BGRL2	Sh3bgrl2
FRA10AC1	Fra10ac1
FOXI1	Foxi1
CCT7	Cct7
GPR61	Gpr61
SHROOM2	Shroom2
BCLAF1	Bclaf1
SPTY2D1	Spty2d1
DCUN1D5	Dcun1d5
SERTAD3	Sertad3
CASC3	Casc3
DNMT3L	Dnmt3l
MOXD1	Moxd1
RGS3	Rgs3
WNT5B	Wnt5b
EXOC3L1	Exoc3l
SLC25A53	Slc25a53
NID1	Nid1
C6orf201	4933417A18Rik
ITGB5	Itgb5
RPL10A	Rpl10a
DDX42	Ddx42
NACA	Naca
MSANTD4	Msantd4
LYPLAL1	Lyplal1
APOBEC1	Apobec1
ZNF208	Zfp619
FCAMR	Fcamr
TYW1	Tyw1
MMP10	Mmp10
USP4	Usp4
ZNF605	Zfp605
NUP35	Nup35
GC	Gc
SIGLEC10	Siglecg
TM9SF4	Tm9sf4
ZFYVE28	Zfyve28
SMPX	Smpx
ACTRT2	Actrt2
GPAM	Gpam
GK2	Gk2
ATP1A4	Atp1a4
SART1	Sart1
KLF1	Klf1
PAM	Pam
DHX29	Dhx29
MECR	Mecr
FAM166B	Fam166b
GLT8D2	Glt8d2
TTLL6	Ttll6
EFCAB3	Efcab3
CCDC88C	Ccdc88c
CILP2	Cilp2
SUOX	Suox
ECE1	Ece1
MYNN	Mynn
RP9	Rp9
MORN3	Morn3
ZNF516	Zfp516
IQUB	Iqub
ANKRD22	Ankrd22
KCNMB4	Kcnmb4
OLFM3	Olfm3
CPEB1	Cpeb1
WSB1	Wsb1
CNDP1	Cndp1
SH3D19	Sh3d19
DNAJC30	Dnajc30
SCN8A	Scn8a
FBN2	Fbn2
SQSTM1	Sqstm1
IFNK	Ifnk
FADS6	Fads6
RNASEL	Rnasel
SBSN	Sbsn
CUZD1	Cuzd1
HEXDC	Hexdc
FOXF2	Foxf2
RRM2	Rrm2
LBH	Lbh
RBAK	Rbak
PPA2	Ppa2
LGR6	Lgr6
WFDC1	Wfdc1
TTYH3	Ttyh3
PELI3	Peli3
CHRNA5	Chrna5
CDK2AP1	Cdk2ap1
C12orf42	1700113H08Rik
INTS2	Ints2
KANSL3	Kansl3
JAG1	Jag1
SPCS3	Spcs3
SLC37A2	Slc37a2
MON1A	Mon1a
RHOD	Rhod
ASCC1	Ascc1
SIAH1	Siah1a
TBC1D2B	Tbc1d2b
FNTA	Fnta
LRPPRC	Lrpprc
KIAA1107	A830010M20Rik
MAPKAPK2	Mapkapk2
CNGB3	Cngb3
PHF21A	Phf21a
KYNU	Kynu
IL24	Il24
GGT5	Ggt5
SLC7A7	Slc7a7
UROS	Uros
YIF1A	Yif1a
INPP5J	Inpp5j
BTBD8	Btbd8
ESRP2	Esrp2
BGN	Bgn
CPS1	Cps1
IL15	Il15
OR7G1	Olfr854
CEP85	Cep85
OR8I2	Olfr1104
TMEM86B	Tmem86b
SYCP2L	Sycp2l
DBH	Dbh
HNRNPH1	Hnrnph1
SPECC1	Specc1
RPL19	Rpl19
ELF4	Elf4
ORAOV1	Oraov1
BMP4	Bmp4
FRMPD2	Frmpd2
DSC1	Dsc1
TTI1	Tti1
IFT88	Ift88
DUOX1	Duox1
NAALAD2	Naalad2
GRHL2	Grhl2
KCNS2	Kcns2
CD7	Cd7
MAP3K13	Map3k13
C1QTNF1	C1qtnf1
PPP1R3B	Ppp1r3b
SS18	Ss18
DCAF11	Dcaf11
SEPT12	Sept12
LRPAP1	Lrpap1
CHRNA2	Chrna2
KLHL13	Klhl13
EGFR	Egfr
UBN2	Ubn2
TOR2A	Tor2a
SMARCAD1	Smarcad1
POGK	Pogk
RBPJL	Rbpjl
TMEM8B	Tmem8b
RPL10L	Rpl10l
PARM1	Parm1
WFIKKN1	Wfikkn1
FKBP4	Fkbp4
PITX1	Pitx1
PER3	Per3
TRPA1	Trpa1
UBE2D1	Ube2d1
SPATA19	Spata19
KRT76	Krt76
CXorf30	Gm16462
MOV10L1	Mov10l1
TECTB	Tectb
MAPRE3	Mapre3
ANKRD6	Ankrd6
SPATA2L	Spata2l
SMARCC2	Smarcc2
OR4C16	Olfr1209
RD3	Rd3
CXXC5	Cxxc5
NEU2	Neu2
TTC24	Ttc24
BPIFB2	Bpifb2
ARID1B	Arid1b
ASPG	Aspg
KIF20A	Kif20a
AKR1D1	Akr1d1
SLC35F4	Slc35f4
GINS3	Gins3
SHANK1	Shank1
CRIP3	Crip3
C6orf141	9130008F23Rik
MC5R	Mc5r
SLC2A12	Slc2a12
SAMD7	Samd7
BAHD1	Bahd1
SHC2	Shc2
CD79B	Cd79b
ARVCF	Arvcf
CDC5L	Cdc5l
SLC22A15	Slc22a15
IL10	Il10
NR1H4	Nr1h4
THAP4	Thap4
SEPT2	Sept2
CSTF1	Cstf1
USP43	Usp43
PRSS36	Prss36
SERBP1	Serbp1
ALOX15	Alox15
ANKFN1	Ankfn1
NOM1	Nom1
ATP4B	Atp4b
FBXO40	Fbxo40
CTTN	Cttn
GNG11	Gng11
CYP27B1	Cyp27b1
TNK2	Tnk2
CES4A	Ces4a
NAPG	Napg
ACBD7	Acbd7
OR51S1	Olfr571
ZBTB7B	Zbtb7b
NINL	Ninl
AGBL3	Agbl3
ADH7	Adh7
COX6A1	Cox6a1
TACC2	Tacc2
LYPD6	Lypd6
FAM3B	Fam3b
EXOC7	Exoc7
RAD52	Rad52
OTUD1	Otud1
TRAM1L1	Tram1l1
PHF14	Phf14
GAB1	Gab1
OR52R1	Olfr569
OSBPL9	Osbpl9
CKM	Ckm
FEZF2	Fezf2
ZNF569	Zfp74
DDX10	Ddx10
LMCD1	Lmcd1
DUSP3	Dusp3
EPS8L2	Eps8l2
DOK3	Dok3
KCNMA1	Kcnma1
SETBP1	Setbp1
GUSB	Gusb
POLR2H	Polr2h
GTPBP3	Gtpbp3
GPR87	Gpr87
LAMC1	Lamc1
GPR137C	Gpr137c
TNFRSF10A	Tnfrsf10b
EMP2	Emp2
PTCH1	Ptch1
LRGUK	Lrguk
GALR2	Galr2
ST6GALNAC6	St6galnac6
MYCT1	Myct1
SORD	Sord
TIAL1	Tial1
RSBN1L	Rsbn1l
LYPD5	Lypd5
KCNJ15	Kcnj15
CFD	Cfd
GLS	Gls
TMCO6	Tmco6
NXPH1	Nxph1
C6orf62	BC005537
NUP160	Nup160
POU1F1	Pou1f1
UPP1	Upp1
SGPL1	Sgpl1
PCM1	Pcm1
DCAF12	Dcaf12
METTL15	Mettl15
CCDC14	Ccdc14
HLTF	Hltf
TBATA	Tbata
SEPT7	Sept7
TMEM182	Tmem182
BACH1	Bach1
TCF21	Tcf21
CHRNA4	Chrna4
SLC30A10	Slc30a10
OXR1	Oxr1
SBNO1	Sbno1
OCIAD2	Ociad2
SHC3	Shc3
AADACL2	Aadacl2
TNFRSF13B	Tnfrsf13b
TMX4	Tmx4
SDE2	Sde2
MRPL38	Mrpl38
SLCO1C1	Slco1c1
HEXIM1	Hexim1
CCDC126	Ccdc126
HOXA7	Hoxa7
ATP2B3	Atp2b3
CHIC2	Chic2
PRR19	Prr19
SERPINC1	Serpinc1
COX6C	Gm6265
CDC42BPB	Cdc42bpb
EPN3	Epn3
TFDP1	Tfdp1
NASP	Nasp
TRIM67	Trim67
RASIP1	Rasip1
MAFF	Maff
ADAM32	Adam32
SMAP2	Smap2
THRSP	Thrsp
AP2A2	Ap2a2
TMEM222	Tmem222
YIPF5	Yipf5
AGRN	Agrn
ATM	Atm
PSMD8	Psmd8
MC3R	Mc3r
CDC42SE2	Cdc42se2
TOPBP1	Topbp1
TNFSF15	Tnfsf15
MYLK4	Mylk4
EHBP1	Ehbp1
TMEM213	Tmem213
MAPK6	Mapk6
MUC2	Muc2
BAIAP2L2	Baiap2l2
OR51B4	Olfr66
CLSTN2	Clstn2
HINT2	Hint2
ADAM7	Adam7
PKD1	Pkd1
GAB2	Gab2
ALDH1L2	Aldh1l2
RGS8	Rgs8
NUDCD2	Nudcd2
CTTNBP2NL	Cttnbp2nl
PHLPP2	Phlpp2
ERN1	Ern1
MINOS1	Minos1
HSF5	Hsf5
ABCA3	Abca3
OVOL2	Ovol2
RASA4	Rasa4
MVK	Mvk
CDKL1	Cdkl1
C1QL2	C1ql2
HSD17B8	H2-Ke6
C11orf68	AI837181
RNF130	Rnf130
SASS6	Sass6
CASQ2	Casq2
PCBP2	Pcbp2
DMRT2	Dmrt2
CWF19L1	Cwf19l1
NPSR1	Npsr1
PEX14	Pex14
POLK	Polk
ZBTB4	Zbtb4
KATNB1	Katnb1
BROX	Brox
CRHR1	Crhr1
PTPN21	Ptpn21
ASRGL1	Asrgl1
C4orf19	0610040J01Rik
WIPI1	Wipi1
ACE	Ace
C16orf89	AU021092
LXN	Lxn
CTIF	Ctif
PARP6	Parp6
HECA	Heca
TCEA1	Tcea1
FBLN2	Fbln2
RAD1	Rad1
CUL3	Cul3
TBC1D10B	Tbc1d10b
SERPINB4	Serpinb3a
MLXIP	Mlxip
RPS6	Rps6
FASTK	Fastk
KIAA0319	D130043K22Rik
MON1B	Mon1b
FBXL17	Fbxl17
FAM47A	Fam47c
TCF12	Tcf12
CBY3	Cby3
PLA2G15	Pla2g15
LMOD3	Lmod3
LDLR	Ldlr
LRRC66	Lrrc66
CREB5	Creb5
RFWD3	Rfwd3
THOC1	Thoc1
KLHDC7A	Klhdc7a
ACAT1	Acat1
DCTPP1	Dctpp1
CALHM1	Calhm1
SNAP47	Snap47
HSD17B12	Hsd17b12
PSD2	Psd2
FANCM	Fancm
CTLA4	Ctla4
TPRG1	Tprg
TARS2	Tars2
VPS13C	Vps13c
EIF2D	Eif2d
CD27	Cd27
MAL2	Mal2
CXorf57	D330045A20Rik
B4GALNT3	B4galnt3
ORMDL3	Ormdl3
BACE2	Bace2
CXCR6	Cxcr6
TTI2	Tti2
CNTNAP5	Cntnap5a
ERMAP	Ermap
RFX3	Rfx3
PRG2	Prg2
RSPO4	Rspo4
OR52N2	Olfr666
SPR	Spr
RNF146	Rnf146
SIX4	Six4
PEA15	Pea15a
FOXRED1	Foxred1
PCSK6	Pcsk6
SAP30BP	Sap30bp
ST3GAL5	St3gal5
HEBP2	Hebp2
ZC3HC1	Zc3hc1
AMOTL1	Amotl1
PLA2G4F	Pla2g4f
FRMD4B	Frmd4b
MFHAS1	Mfhas1
ZNF23	Zfp612
FAM220A	Fam220a
MLF2	Mlf2
DNAJC22	Dnajc22
DHX32	Dhx32
GALE	Gale
NFIB	Nfib
BAX	Bax
ODF3L1	Odf3l1
UBE2Q2	Ube2q2
CYSLTR2	Cysltr2
TMEM38B	Tmem38b
DSCC1	Dscc1
MRPL36	Mrpl36
AVPR1A	Avpr1a
ATP6V1F	Atp6v1f
PHF23	Phf23
MIF4GD	Mif4gd
OCA2	Oca2
RPA3	Rpa3
ALAS1	Alas1
CDC42EP1	Cdc42ep1
ATXN7L1	Atxn7l1
PPP4R4	Ppp4r4
TBX22	Tbx22
SLC35E1	Slc35e1
C18orf63	Gm17266
CCDC86	Ccdc86
PNLIPRP1	Pnliprp1
TRMT5	Trmt5
HSBP1L1	Hsbp1l1
OVOS2	A2ml1
ENG	Eng
COPS5	Cops5
SSH1	Ssh1
TBKBP1	Tbkbp1
PCDH11X	Pcdh11x
COL22A1	Col22a1
EMID1	Emid1
ATP1A2	Atp1a2
PPP1R14B	Ppp1r14b
SRD5A2	Srd5a2
RUNX2	Runx2
MINK1	Mink1
UTP6	Utp6
RAP1GAP	Rap1gap
EXT1	Ext1
LRFN5	Lrfn5
MYH6	Myh6
GAS1	Gas1
HIBADH	Hibadh
HIVEP1	Hivep1
TMEM235	Tmem235
LCORL	Lcorl
ERCC6	Ercc6
MMP27	Mmp27
EMILIN3	Emilin3
CFL2	Cfl2
E2F7	E2f7
WDR60	Wdr60
TMEM74B	Tmem74b
CPEB3	Cpeb3
ANKS4B	Anks4b
TMEM229A	Tmem229a
KCNC1	Kcnc1
PDCL	Pdcl
SUGP1	Sugp1
ASNA1	Asna1
NANOS2	Nanos2
TMEM135	Tmem135
FAM213B	Fam213b
LRRC25	Lrrc25
CTC1	Ctc1
ENO4	Eno4
SLC14A2	Slc14a2
TMEM192	Tmem192
MRM1	Mrm1
CCNG2	Ccng2
KPNA6	Kpna6
TIMM8B	Timm8b
SEC31A	Sec31a
A1BG	A1bg
AMH	Amh
ZNF382	Zfp382
ZC3H12B	Zc3h12b
DYNC1LI1	Dync1li1
ADAP2	Adap2
EML4	Eml4
TRIM41	Trim41
ST6GAL1	St6gal1
DNAJC24	Dnajc24
PLIN1	Plin1
SPIN1	Spin1
ZHX3	Zhx3
PIK3IP1	Pik3ip1
ZNF383	Zfp383
OR10P1	Olfr796
SF3B1	Sf3b1
MYOT	Myot
HNRNPM	Hnrnpm
MCC	Mcc
P2RY4	P2ry4
ZBTB10	Zbtb10
OXT	Oxt
TMEM43	Tmem43
PEX19	Pex19
CLUAP1	Cluap1
TAT	Tat
IDE	Ide
NAT14	Nat14
MDM4	Mdm4
REM2	Rem2
KDR	Kdr
ETNK1	Etnk1
AIFM1	Aifm1
DNAJB5	Dnajb5
AGPAT4	Agpat4
CRTC3	Crtc3
BOD1	Bod1
TTPA	Ttpa
PREX1	Prex1
CCNL2	Ccnl2
EARS2	Ears2
KLHL7	Klhl7
ANKS6	Anks6
KDM8	Kdm8
PDC	Pdc
CFDP1	Cfdp1
TWF1	Twf1
BAHCC1	Bahcc1
EXOC5	Exoc5
SRR	Srr
UBE3C	Ube3c
ACTR3B	Actr3b
ZFC3H1	Zfc3h1
DIMT1	Dimt1
GART	Gart
SSTR4	Sstr4
YTHDF3	Ythdf3
TRIM63	Trim63
KIF22	Kif22
SPACA7	Spaca7
RIOK1	Riok1
RBM39	Rbm39
ZNF124	Gm20541
HIST2H2BF	Hist2h2bb
AMOTL2	Amotl2
FLRT2	Flrt2
GLP1R	Glp1r
TOR1AIP1	Tor1aip1
CTSH	Ctsh
ZBTB6	Zbtb6
KHDRBS1	Khdrbs1
HSD17B4	Hsd17b4
RHOJ	Rhoj
PDCD4	Pdcd4
TMEM91	Tmem91
MRGPRD	Mrgprd
SPRED3	Spred3
KIAA0753	4933427D14Rik
XPO1	Xpo1
PKN2	Pkn2
NAT9	Nat9
DHX33	Dhx33
FAM19A1	Fam19a1
SLC31A2	Slc31a2
RFC3	Rfc3
FOLR2	Folr2
COQ10B	Coq10b
SPRY2	Spry2
POGLUT1	Poglut1
MSS51	Mss51
ZCCHC3	Zcchc3
OR5M9	Olfr1034
RPL7	Rpl7
HOXB9	Hoxb9
SOST	Sost
CHST11	Chst11
RRH	Rrh
ZNF692	Zfp692
ZMAT1	Zmat1
HGS	Hgs
XRCC3	Xrcc3
DHX9	Dhx9
TACO1	Taco1
NIPA2	Nipa2
PDGFA	Pdgfa
HSPA1L	Hspa1l
CYP4B1	Cyp4b1
KLHL26	Klhl26
CRYGN	Crygn
C10orf76	9130011E15Rik
MRPS18A	Mrps18a
SLC4A1	Slc4a1
SEC24A	Sec24a
PSIP1	Psip1
ARHGAP11A	Arhgap11a
RNF111	Rnf111
JMJD6	Jmjd6
BCORL1	Bcorl1
IL27RA	Il27ra
TRIML1	Triml1
TECR	Tecr
FHAD1	Fhad1
ASB5	Asb5
NUP85	Nup85
SPAG9	Spag9
GABRP	Gabrp
HNRNPL	Hnrnpl
TUBB	Tubb5
SPO11	Spo11
CD276	Cd276
FGF9	Fgf9
CARD11	Card11
PRR15	Prr15
UTS2	Uts2
SLC30A1	Slc30a1
FASN	Fasn
METTL17	Mettl17
CENPV	Cenpv
SLC6A5	Slc6a5
IREB2	Ireb2
FAM213A	Fam213a
APIP	Apip
NOXO1	Noxo1
RBM26	Rbm26
ADI1	Adi1
ZC3H3	Zc3h3
ZNF213	Zfp213
MAPK9	Mapk9
RASEF	Rasef
RELL2	Rell2
UBQLN2	Ubqln2
AVIL	Avil
IFI44	Ifi44
TUBGCP2	Tubgcp2
ZMAT5	Zmat5
MAMSTR	Mamstr
ZSCAN29	Zscan29
ERP29	Erp29
